pse_pssm0,pse_pssm1,pse_pssm2,pse_pssm3,pse_pssm4,pse_pssm5,pse_pssm6,pse_pssm7,pse_pssm8,pse_pssm9,pse_pssm10,pse_pssm11,pse_pssm12,pse_pssm13,pse_pssm14,pse_pssm15,pse_pssm16,pse_pssm17,pse_pssm18,pse_pssm19,pse_pssm20,pse_pssm21,pse_pssm22,pse_pssm23,pse_pssm24,pse_pssm25,pse_pssm26,pse_pssm27,pse_pssm28,pse_pssm29,pse_pssm30,pse_pssm31,pse_pssm32,pse_pssm33,pse_pssm34,pse_pssm35,pse_pssm36,pse_pssm37,pse_pssm38,pse_pssm39
0.432831171,-0.02839066,0.028645951,-0.001293355,-0.570553722,0.331347884,0.280916703,-0.273267374,-0.087080848,0.11001089,0.026771693,0.295133879,0.195373393,-0.262228763,-0.291078989,0.216811335,0.250179336,-0.686103803,-0.282523638,0.314498918,1.398582306,1.465920843,1.484799503,2.553992956,1.633493657,1.39268848,1.871603347,2.092595179,0.861432193,2.839001659,2.295251511,2.176922482,1.196032506,2.529328816,2.510381417,1.016042676,0.811446196,1.778352251,1.370768471,2.380656659
0.300596394,-0.432133674,-0.328279589,-0.645124037,-0.251280138,-0.373632597,-0.679654576,0.013357169,-0.222276006,0.661456539,0.555862601,-0.416587137,0.474971026,0.64755694,-0.296018681,0.147578076,0.106234878,0.177509027,0.1834034,0.376460385,1.00818029,1.176654326,1.189481098,1.290682158,0.778511616,0.813792743,0.644622587,2.163863594,1.06329497,1.672628101,1.624927506,0.94741658,1.165657718,1.630345787,1.634743455,0.93405307,0.698032738,2.296327922,1.114194153,1.016168183
0.23273752,0.166431893,0.005981867,-0.157205545,-0.02434769,0.078549997,0.077128047,-0.249537268,0.173257402,-0.001226672,-0.055279121,0.064808294,0.142677023,-0.106764758,-0.284525657,0.238933205,0.176406731,-0.565035866,0.013516518,0.07349408,1.366080538,1.62951803,1.30109765,1.960286835,2.643170734,1.087203217,1.651506744,2.679513059,2.100909876,2.326435636,2.075267746,1.290552687,1.387888295,2.212522525,2.856279948,0.967558013,1.009024425,3.16840936,1.720398447,1.779666489
0.250748444,0.072928435,0.046867293,-0.071724892,-0.079164701,0.099681908,0.188832906,-0.376680254,0.210474773,0.116379143,-0.157887408,0.209357224,0.199116751,-0.219197298,-0.236195941,0.15204242,0.154440232,-0.657208126,-0.024501942,0.121691034,1.112005058,1.402407672,1.540792198,1.94327566,3.108033584,1.078848468,1.733829106,2.255751526,1.728247178,1.996552154,1.613082896,1.436548458,1.340689248,1.633622712,2.38849533,0.867808031,0.802045739,4.267838568,1.603673597,1.832165181
0.312915581,0.087261245,0.142161333,0.013083952,-0.895596224,0.175569046,0.095742545,-0.164681619,-0.119696651,0.022949488,-0.131673708,0.145959298,0.137827469,-0.169277406,-0.180232455,0.201235553,0.315618688,-0.273705358,0.223881393,0.06065783,1.435654824,1.514227277,1.465017084,1.904092986,1.546408441,1.198173129,1.555435735,2.404706074,0.982528118,2.132397023,2.066088568,1.386908079,1.462175357,1.911901217,1.941291524,1.158936491,1.264468162,2.27377505,1.928556039,1.6919712
0.446633521,-0.023507144,0.067026897,-0.125910259,-0.176534712,0.138829467,0.084000454,-0.197679922,0.199169144,0.106210056,0.038086456,0.066972724,0.21105188,-0.164108152,-0.465434725,0.208417989,0.26215504,-0.773549731,-0.123394899,0.221565917,1.395099429,1.526596225,1.600527159,2.276108318,2.696035877,1.197680234,1.827084034,3.230435375,1.769390173,2.275571362,1.92035273,1.460231018,1.441412442,2.452230119,1.590067484,0.667282579,1.024749155,2.605500779,1.557005378,1.823137737
0.392404243,0.304895017,-0.123517217,-0.005958029,-0.240386305,0.079024444,0.046612198,-0.121391609,0.232637261,-0.024886813,-0.011143931,0.028915203,-0.008253924,-0.274461668,-0.159560225,0.10863702,0.180987943,-0.190954152,-0.244816078,0.031216619,1.327140989,2.154588637,1.351555267,2.288701253,1.524702682,1.199151057,1.723740095,2.505118226,1.445768725,2.229924709,2.579825255,1.522029418,1.338672791,1.568589929,2.074399561,1.089475844,1.130237708,2.497507019,1.063913196,2.136869744
0.263209871,0.370465361,0.025637818,-0.045018908,-0.161146851,0.251064097,0.249486287,-0.058769012,0.245728825,-0.078215439,-0.105124565,0.333522184,0.003211028,-0.377678489,-0.232894438,0.061769449,0.111807122,-0.669452479,-0.205315798,0.017713939,0.752551012,1.708561102,0.914660134,1.652610289,2.591391832,1.130523636,1.527817853,2.670840022,1.954665136,2.104760818,1.657566379,1.36414148,1.254230971,1.357727505,2.547750233,0.73289529,0.822024399,1.59624357,1.511605608,1.889535521
0.528908952,0.114847595,-0.094018073,0.062133829,-0.270214472,0.028300754,0.143338861,-0.166773953,0.248047693,0.03581914,0.163749762,0.027277705,0.069703759,-0.160417714,-0.321850758,0.058419289,0.195203838,-0.631185646,-0.104699918,0.073409357,1.058335638,1.733279879,1.372408962,3.399542001,1.625973577,1.149965323,1.956008676,2.462967751,1.484654076,2.264010509,2.420439393,1.593190897,1.601581212,2.336759703,2.590877186,1.042456152,1.141343277,1.761322278,1.748086689,1.853926278
0.22097693,0.176842896,0.130533584,0.014986754,-0.172334391,0.201306007,0.296330375,-0.317399347,0.089455992,0.107874103,0.024486136,0.359905833,0.080100961,-0.295872688,-0.373588172,0.159446711,0.104674085,-0.65272035,-0.249417549,0.094412128,0.71195469,1.943270051,1.630953145,2.545872773,1.786724875,1.231817178,1.802218246,2.848581753,1.338307551,2.636448072,2.429363346,1.708856291,1.575210772,2.016072194,1.827761299,0.952283953,1.050947196,1.76425377,1.327069357,1.861070744
-0.035529566,0.123654611,0.124524258,0.051039384,-0.19704239,0.149996121,0.178097776,-0.362299437,0.267608916,0.009462319,-0.290251473,0.288830585,0.267707301,-0.050891842,-0.325244488,0.083163864,0.153719639,-0.455197896,0.096216869,-0.07756455,0.799427356,1.269690398,1.281371788,1.81406951,3.248458595,1.017660772,1.49922911,1.927682696,1.744748904,1.844377807,1.613208867,1.259246816,1.657724893,1.768376987,1.997697831,0.681715778,0.794616213,6.192572837,1.782487984,1.266226935
0.095132799,0.001102615,-0.029019257,-0.140202827,0.200982876,-0.060040875,0.039321257,-0.183472086,0.267200804,0.155255138,-0.190356318,-0.030981853,0.206236574,-0.112809007,-0.196345267,0.115993266,0.248815731,-0.354000659,-0.041314005,0.008501093,1.162319344,1.695892152,1.386704651,1.990775881,1.869031161,0.907898904,1.953140936,2.296871832,1.630836668,2.239882843,2.075936362,1.506029853,1.563752472,1.570853141,2.067503029,1.048196628,0.926258365,4.150883293,1.099425352,1.706770715
0.276598765,0.179224494,0.068272874,-0.018280153,-0.641558258,0.20886079,0.234230738,-0.182166227,-0.093550025,0.069651973,0.006550143,0.270049131,0.289030044,-0.159963712,-0.280169364,0.229611867,0.200019236,-0.669699324,-0.079073222,0.092360229,1.315931067,1.63142537,1.337052009,2.052803319,1.327151622,0.95006752,1.745139678,2.074704186,1.099642609,2.083128147,1.803221333,1.387376682,1.56410299,1.772298575,1.556581301,0.954062149,0.914495936,2.30066231,1.301813367,1.806936564
0.356394604,0.088642518,-0.186178312,-0.024199759,-0.118182921,0.085286939,0.169939151,-0.437823362,0.092419095,0.090683211,0.110068178,0.063759823,0.252533813,-0.109211916,-0.268291014,0.092671124,0.090010026,-0.286428163,-0.084942447,0.022849412,0.879501651,1.596348301,1.412438497,2.370602255,2.074027998,1.444746096,2.026669606,2.11436904,1.261345149,2.313608684,2.217812618,1.349640958,1.655864184,2.062307796,2.231288464,1.160002596,1.088035342,4.413983517,1.356687164,1.55427053
0.734393759,0.075203071,0.005501063,-0.127646185,-0.232707471,0.081700408,0.023073559,0.059503957,-0.02175176,0.072721199,-0.000172508,0.007268248,0.163779195,-0.285558523,-0.473492004,0.288374648,0.264500618,-0.591740637,-0.280277045,0.237326408,1.7112572,1.882185642,1.861095408,2.154585882,1.408899699,1.084515833,1.494675208,3.28681927,1.05460946,2.799994185,1.988966846,1.489740473,1.686287808,1.843755436,1.829768201,1.209141189,1.313707723,1.419736604,1.201293652,2.31370328
0.53477017,0.202791798,-0.075420051,-0.045509077,-0.255007041,0.015367352,0.085692071,-0.068016599,0.152300663,0.062858179,0.0671798,-0.073410073,0.047163752,-0.20049054,-0.392336666,0.204963345,0.255265437,-0.467769397,-0.196811743,0.146418619,1.208595776,1.575754937,1.409321149,2.710192133,1.396003377,1.012525896,1.837816268,2.746563085,1.291563561,2.447050828,2.270179321,1.24587555,1.335159872,2.047351234,2.434902049,0.989654239,0.873942534,2.132130486,1.580452881,1.901251081
0.322669045,-0.452544892,-0.228665102,-0.518407105,0.203948251,-0.302538738,-0.549263013,0.150865612,-0.033068702,0.216444705,0.055408182,-0.554845996,0.51832818,0.349302916,-0.192259946,0.140764426,0.165536257,0.403096918,0.109947289,0.195281713,1.242639922,0.9392519,1.345418451,1.381720594,1.712533079,0.864455246,0.839144882,2.274916793,1.505979718,1.387907839,1.356513462,0.804442959,1.137522393,1.744210732,1.400635495,0.890126142,0.676507682,4.108710165,1.364767595,1.184201554
0.001997,0.242296286,0.033689602,-0.015270345,-0.237693487,0.133593431,0.173883025,-0.45033826,0.311086339,0.161244125,-0.14140489,0.302197324,0.263181867,-0.13947822,-0.373261501,-0.015216089,0.054260151,-0.272471621,-0.022099965,-0.010194772,1.077024019,1.837036592,1.435510011,2.016747881,2.455742431,1.032392244,1.631169308,2.665349849,1.364950514,2.373914097,1.939646323,1.568846139,1.121700637,1.391625705,2.204804948,0.93784016,0.951479381,3.299354532,1.171283999,1.843908563
0.225356036,0.180507063,-0.176872511,-0.175300536,0.07022948,0.05272159,-0.099241966,-0.390225883,0.3318145,0.018799217,-0.049013983,0.031560975,0.126386484,-0.014880222,-0.074014985,-0.022771827,-0.025904512,0.011541458,0.02388666,-0.044577037,1.099228622,1.580107223,1.40139836,2.369177972,1.923139751,0.942604651,1.445185079,2.175908352,1.301812856,2.013124037,2.240789295,1.362563865,1.259485766,2.289037363,2.871664119,0.992318383,0.724861589,4.581851333,1.362539619,1.624344192
0.348801329,0.016683332,-0.044294854,-0.058708718,-0.222526791,0.202145535,0.067182383,-0.221709484,0.193705117,0.061501604,-0.006128594,0.024893923,0.211146012,-0.17184061,-0.088169718,0.215342679,0.147265654,-0.607490637,-0.124730232,0.05693207,1.116246756,1.698091165,1.526754778,2.561595072,3.277352367,1.390754326,1.549615405,2.157444275,2.278239444,2.064119033,1.975982473,1.292725796,1.867226009,2.098419742,2.837835046,1.016811132,0.972495908,3.414334388,1.395193115,1.460547007
0.377085609,0.086760506,0.05671517,0.008176209,-0.291220949,0.237340235,0.384867967,-0.201035508,0.146582995,0.008768912,-0.209809226,0.26203365,0.23643576,-0.302366554,-0.351716807,0.210545995,0.182176796,-0.660358645,-0.144328017,-0.036654101,1.319884467,1.105379173,1.159499576,2.65109268,3.342015497,1.189592298,1.777271095,2.767508589,2.070107334,1.961193249,1.686645912,1.36356882,1.491978927,1.788056897,2.169923415,1.021791261,0.904628601,3.370259942,1.40119276,1.464818439
0.162942273,0.400174516,0.178116198,-0.140731985,-0.611887044,0.317110121,0.238458114,-0.318038538,0.139744948,0.074852508,-0.078409498,0.654423113,0.108070211,-0.218636898,-0.528360468,0.185084839,0.111033958,-0.638704004,-0.033057097,-0.002185268,1.4022263,2.061663897,1.689838559,1.804153321,1.833187686,0.87342606,2.104409966,1.94508324,1.87144854,2.418787279,2.02195433,2.443404079,1.530411413,1.775899888,1.336660582,0.880659015,0.669465115,2.566638631,1.86405609,1.497734418
0.259083257,0.595415511,0.228685498,-0.306521409,-0.458499063,0.331533403,0.023080537,-0.44846032,0.176448996,-0.021776872,-0.099487858,0.458223796,0.195317305,-0.220523368,-0.71902036,0.270875953,0.145157557,-0.413225161,0.002375742,0.001316856,1.762265978,3.172691823,1.812663483,1.58419531,2.171884003,1.094353639,1.222090881,1.788585044,1.615819427,2.209036384,2.536674083,1.896094389,1.501923371,2.26877008,0.974247952,1.05867066,0.736555678,3.195610846,1.693880243,1.639881527
0.235240279,-0.361718543,-0.335824857,-0.733484604,-0.132165769,-0.171155995,-0.442711064,-0.233511285,-0.309638358,0.513376723,0.319415927,-0.304921954,0.55834471,0.663584158,-0.455419806,0.085893936,0.154018024,0.335992848,0.316082634,0.298602996,0.828823263,1.268397269,0.901403417,1.329642264,2.037859967,0.99009962,1.431841996,1.413839588,1.353115567,1.444563791,1.678706027,1.053340016,1.185987203,1.939653451,2.354905435,0.981720359,0.608600954,3.011666497,1.435620288,1.077687598
0.375154756,0.17729145,-0.051016172,-0.107134882,-0.163554541,0.134698943,0.112291687,-0.250537095,0.260128473,-0.0036559,-0.069807831,-0.01759266,0.14584158,-0.199824367,-0.143228073,0.116206849,0.198730284,-0.488753646,-0.116135581,0.090896725,1.006303219,1.935761188,1.548267595,2.313847893,2.525595979,1.134186269,1.768117596,2.103044883,2.129754439,2.457917989,2.387894773,1.26243092,1.643773909,1.616866889,2.183714997,0.876895066,0.866125726,4.029603478,1.578737956,1.839178187
